work_id,category,state,ida,mp_name,constituency,work_desc,recommended_date,sanction_date,sanctioned_amount,status,sanction_delay_days,ml_predicted_cost,deviation_pct,mod_z_score,agency_median_deviation
158394.0,Normal/Others,KARNATAKA,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),SHOBHA KARANDLAJE,BANGALORE NORTH,"Installation of New bore well with Motor, Pump and other spare parts at Ward No.08, Kodigehalli limits",2024-12-26,2025-04-07,600000.0,Physical Inspection,102.0,536106.2107017011,0.11918121451096285,0.08278774295599381,0.15677970483681702
158395.0,Normal/Others,KARNATAKA,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),SHOBHA KARANDLAJE,BANGALORE NORTH,"Installation of New bore well with Motor, Pump and other spare parts at Ward No.05, Kogilu area limits",2024-12-26,2025-04-07,600000.0,Physical Inspection,102.0,889404.8833624348,-0.32539160597851313,0.08278774295599381,0.15677970483681702
158400.0,Normal/Others,KARNATAKA,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),SHOBHA KARANDLAJE,BANGALORE NORTH,Construction of Gazebo for Senior Citizens at Amruthahalli limits - Ward No.07,2024-12-26,2025-04-07,1000000.0,Physical Inspection,102.0,864468.8317219972,0.15677970483681702,0.08278774295599381,0.15677970483681702
158401.0,Normal/Others,KARNATAKA,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),SHOBHA KARANDLAJE,BANGALORE NORTH,"Installation of RO Water Plant in Dodda Bommasandra limits - Ward No.10,",2024-12-26,2025-04-07,1500000.0,Work partially Completed,102.0,465361.57134197856,2.2233001011974416,0.08278774295599381,0.15677970483681702
158405.0,Normal/Others,KARNATAKA,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),SHOBHA KARANDLAJE,BANGALORE NORTH,"Installation of New bore well with Motor, Pump and other spare parts at Ward No.06, Thanisandra",2024-12-26,2025-04-07,600000.0,Work partially Completed,102.0,895086.878970455,-0.3296740080804997,0.08278774295599381,0.15677970483681702
158585.0,Repair and Renovation,KARNATAKA,DAKSHINA KANNADA(DEPUTY COMMISSIONER DAKSHIN KANNAD MANGALORE_IDA),CAPTAIN BRIJESH CHOWTA,DAKSHINA KANNADA,"Purchase of kabaddi mats for Kombettu Government Stadium, Puttur to encourage kabaddi sportsmen of Dakshina Kannada district.",2024-12-13,2025-01-28,430000.0,Physical Inspection,46.0,368692.9535331831,0.16628212142193588,0.0,0.16628212142193588
158586.0,Repair and Renovation,KARNATAKA,DAKSHINA KANNADA(DEPUTY COMMISSIONER DAKSHIN KANNAD MANGALORE_IDA),CAPTAIN BRIJESH CHOWTA,DAKSHINA KANNADA,Purchase of Kabaddi mats for Mangala Stadium in Mangalore to encourage Kabaddi athletes of Dakshina Kannada district.,2024-12-13,2025-01-28,430000.0,Physical Inspection,46.0,300993.36289833044,0.42860292951125784,0.0,0.16628212142193588
158587.0,Repair and Renovation,KARNATAKA,DAKSHINA KANNADA(DEPUTY COMMISSIONER DAKSHIN KANNAD MANGALORE_IDA),CAPTAIN BRIJESH CHOWTA,DAKSHINA KANNADA,Purchase of Kabaddi Mats for Sulya Taluk Stadium to encourage Kabaddi Sportsmen of Dakshina Kannada District,2024-12-13,2025-01-28,430000.0,Physical Inspection,46.0,376966.7635604366,0.14068411745021367,0.0,0.16628212142193588
158588.0,Repair and Renovation,KARNATAKA,DAKSHINA KANNADA(DEPUTY COMMISSIONER DAKSHIN KANNAD MANGALORE_IDA),CAPTAIN BRIJESH CHOWTA,DAKSHINA KANNADA,Purchase of Kabaddi Mats for Moodbidre Swaraj Maidan Stadium to encourage Kabaddi Sportsmen of Dakshina Kannada District,2024-12-13,2025-01-28,430000.0,Physical Inspection,46.0,396323.2750427372,0.08497286704554836,0.0,0.16628212142193588
158646.0,Repair and Renovation,KARNATAKA,DAKSHINA KANNADA(DEPUTY COMMISSIONER DAKSHIN KANNAD MANGALORE_IDA),CAPTAIN BRIJESH CHOWTA,DAKSHINA KANNADA,concreting work for the road leading to Harihareshwara temple in Harihara village of Sulya Taluk,2025-01-17,2025-03-27,500000.0,Work Completed,69.0,294208.83141363546,0.6994731177768,0.0,0.16628212142193588
159433.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,Construction of Bus Shelter Opp GP Office at Nonaburu.,2024-12-26,2025-09-03,375000.0,Physical Inspection,251.0,1124588.9452708154,-0.6665448281552374,-0.3518953079802458,-0.10720344393174591
159439.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,9mtr High Mast Light Near Aralikatte at Megaravalli Village .,2024-12-26,2025-09-03,192356.0,Physical Inspection,251.0,966687.1591637088,-0.801015252787252,-0.3518953079802458,-0.10720344393174591
159445.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,9mtr High Mast Light at Ramakrishnapura Circle,2024-12-26,2025-08-26,194766.0,Physical Inspection,243.0,499230.181066333,-0.6098673369787286,-0.3518953079802458,-0.10720344393174591
159448.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,11 meter High Mast Light at Devangi Circle,2024-12-26,2025-09-03,296699.0,Physical Inspection,251.0,503872.24780934554,-0.41116225136442813,-0.3518953079802458,-0.10720344393174591
159451.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,9mtr High Mast Light at Ganapathi Katte Circle,2024-12-26,2025-09-03,193107.0,Physical Inspection,251.0,497509.8393431809,-0.6118529027386826,-0.3518953079802458,-0.10720344393174591
159454.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,9mtr High Mast Light at Marikamba Circle,2024-12-26,2025-08-26,192532.0,Physical Inspection,243.0,510049.0304124973,-0.6225225644595548,-0.3518953079802458,-0.10720344393174591
159457.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,"Construction of Bus Shelter at Attigadde Village Near Bisilumane Circle,Kannangi GP. (SC)",2024-12-26,2025-09-03,360000.0,Physical Inspection,251.0,371636.3800406692,-0.03131119735747015,-0.3518953079802458,-0.10720344393174591
159461.0,Repair and Renovation,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,"Development work at GHPS, Inter Lock Tails and other works.",2024-12-26,2025-07-08,500000.0,Physical Inspection,194.0,584331.6135201213,-0.1443214975347511,-0.3518953079802458,-0.10720344393174591
159480.0,Repair and Renovation,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,Development work at Hosahalli Agrahara Village near Gamaka Bhavan to River Band Road (Inter lock Pavers),2024-12-26,2025-07-08,624000.0,Physical Inspection,194.0,501026.51613274537,0.245443065202308,-0.3518953079802458,-0.10720344393174591
159485.0,Repair and Renovation,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,Development of Road work at Harokana (SC) Colony.,2024-12-26,2026-01-03,500000.0,Vendor Identification,373.0,462616.5735780853,0.08080866219896626,-0.3518953079802458,-0.10720344393174591
159487.0,Repair and Renovation,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,Development of Road work at  (SC) Colony.,2024-12-26,2026-03-17,500000.0,Vendor Identification,446.0,337374.7542441733,0.482031461186712,-0.3518953079802458,-0.10720344393174591
159494.0,Repair and Renovation,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,Ongoing Work of Valmiki Community Hall (ST),2024-12-26,2025-08-06,336000.0,Physical Inspection,223.0,513398.5336782375,-0.34553767110955286,-0.3518953079802458,-0.10720344393174591
159604.0,Normal/Others,KARNATAKA,UTTARA KANNADA(DEPUTY COMMISSIONER UTTARKANNADA KARWAR_IDA),VISHWESHWAR HEGDE KAGERI,UTTARA KANNADA,Construction of Kashtriya Marath Samudayabhavan  at Gandhinagar  Ward no 12,2025-01-08,2025-06-25,800000.0,Work Completed,168.0,468226.9799033678,0.7085730518243591,1.011933702319698,0.721050327972744
159848.0,Normal/Others,KARNATAKA,BELAGAVI(DEPUTY COMMISSIONER BELGAUM_IDA),VISHWESHWAR HEGDE KAGERI,UTTARA KANNADA,Construction of Samudaya Bhavanay at near Mallikarjun Temple Amarpur Gram Kittur Belgum,2025-01-08,2026-04-16,500000.0,Work partially Completed,463.0,350612.580294153,0.4260754693414469,0.0,-0.14348938003822895
159855.0,Normal/Others,KARNATAKA,UTTARA KANNADA(DEPUTY COMMISSIONER UTTARKANNADA KARWAR_IDA),VISHWESHWAR HEGDE KAGERI,UTTARA KANNADA,Imrovements of Road at Huldevansara From Isloor Pura to Dodanalli Road,2025-01-08,2025-05-29,600000.0,Work Completed,141.0,493110.69689781714,0.21676533032973844,1.011933702319698,0.721050327972744
159856.0,Normal/Others,KARNATAKA,UTTARA KANNADA(DEPUTY COMMISSIONER UTTARKANNADA KARWAR_IDA),VISHWESHWAR HEGDE KAGERI,UTTARA KANNADA,Improvements to Road on Gonagatta Tank Bund C C road in Bankanal Panchayath,2025-01-08,2025-05-29,600000.0,Work Completed,141.0,276948.728467439,1.1664659856726596,1.011933702319698,0.721050327972744
159909.0,Normal/Others,KARNATAKA,UDUPI(DEPUTY COMMISSIONER UDUPI_IDA),Shri B Y Raghavendra,SHIMOGA,"Development of Jantrabagilu Road, Hosadu Village, Kundapur Taluk, Bindur Assembly Constituency. (SC)",2024-12-26,2025-03-17,350000.0,Work partially Completed,81.0,318696.2465684013,0.09822441829380013,-0.10206747347270242,0.0445170757924209
159911.0,Normal/Others,KARNATAKA,UDUPI(DEPUTY COMMISSIONER UDUPI_IDA),Shri B Y Raghavendra,SHIMOGA,"Development of Road from Chandu Home to Vinod Home in Gangolli Village of Kundapur Taluk, Byndur Assembly Constituency. (SC)",2024-12-26,2025-03-17,400000.0,Work Completed,81.0,268408.9046243171,0.49026352370785375,-0.10206747347270242,0.0445170757924209
159916.0,Normal/Others,KARNATAKA,UDUPI(DEPUTY COMMISSIONER UDUPI_IDA),Shri B Y Raghavendra,SHIMOGA,"Development of Road From Hanchinakatte to Hebli at Machhattu Village of Kundapur Taluk, Byndur Assembly Constituency.",2024-12-26,2025-03-17,450000.0,Physical Inspection,81.0,225706.3880610776,0.9937406462692899,-0.10206747347270242,0.0445170757924209
159917.0,Normal/Others,KARNATAKA,KODAGU(Deputy Commsioner Kodagu_ida),YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,MYSORE,Construction of Dasoha BHavan,2024-12-21,2025-10-10,500000.0,Work partially Completed,293.0,915231.1796647572,-0.45368994073918406,0.0,0.07906504092295741
159919.0,Normal/Others,KARNATAKA,UDUPI(DEPUTY COMMISSIONER UDUPI_IDA),Shri B Y Raghavendra,SHIMOGA,"Development of Nanjeri Road to Keradi Main Road in Chittoor Village of Kundapur Taluk, Byndur Assembly Constituency.",2024-12-26,2025-06-21,427352.0,Physical Inspection,177.0,235394.97501494453,0.8154678109542002,-0.10206747347270242,0.0445170757924209
159922.0,Normal/Others,KARNATAKA,UDUPI(DEPUTY COMMISSIONER UDUPI_IDA),Shri B Y Raghavendra,SHIMOGA,"Development of Valtur Deivada Home Road, Kavradi Village, Kundapur Taluk, Byndur Assembly Constituency",2024-12-26,2025-03-17,450000.0,Work Completed,81.0,481271.87793388875,-0.06497757165479863,-0.10206747347270242,0.0445170757924209
159945.0,Normal/Others,KARNATAKA,UDUPI(DEPUTY COMMISSIONER UDUPI_IDA),Shri B Y Raghavendra,SHIMOGA,"Development of Road Ansadi to Nujinbailu Road of Ullur-74 Village, Kundapur Taluk, Byndur Assembly Constituency.",2024-12-26,2025-03-17,400000.0,Work partially Completed,81.0,494737.8387052513,-0.19149099036609774,-0.10206747347270242,0.0445170757924209
159948.0,Normal/Others,KARNATAKA,UDUPI(DEPUTY COMMISSIONER UDUPI_IDA),Shri B Y Raghavendra,SHIMOGA,Development of Road leading to Makki Temple in Bijur Village of Byndur Taluk,2024-12-26,2025-03-17,400000.0,Work partially Completed,81.0,453486.56786575174,-0.1179452086474713,-0.10206747347270242,0.0445170757924209
159963.0,Normal/Others,KARNATAKA,UDUPI(DEPUTY COMMISSIONER UDUPI_IDA),Shri B Y Raghavendra,SHIMOGA,Development of  connecting road from Dayanand's House to  Government Degree College at Byndoor Patna Panchayat,2024-12-26,2025-03-17,450000.0,Work partially Completed,81.0,504470.86606923473,-0.10797623754502213,-0.10206747347270242,0.0445170757924209
159964.0,Normal/Others,KARNATAKA,UDUPI(DEPUTY COMMISSIONER UDUPI_IDA),Shri B Y Raghavendra,SHIMOGA,"Construction of Public bus shelter in Chittoor village of Kundapur taluk, Byndur assembly constituency",2024-12-26,2025-03-17,350000.0,Work Completed,81.0,987420.7637303675,-0.6455411787395089,-0.10206747347270242,0.0445170757924209
159965.0,Repair and Renovation,KARNATAKA,UDUPI(DEPUTY COMMISSIONER UDUPI_IDA),Shri B Y Raghavendra,SHIMOGA,Construction of Room in Govt Higher Primary School at Yaljita village of Byndur taluk,2024-12-26,2026-05-21,500000.0,Vendor Identification,511.0,449537.84829839057,0.11225339955828163,-0.10206747347270242,0.0445170757924209
159985.0,Normal/Others,KARNATAKA,KODAGU(Deputy Commsioner Kodagu_ida),YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,MYSORE,Construction of Road from the house of Gopalaswamy to Give Vaasantha house.,2024-12-21,2025-10-10,500000.0,Work partially Completed,293.0,252502.52990324705,0.9801781795675001,0.0,0.07906504092295741
159987.0,Normal/Others,KARNATAKA,KODAGU(Deputy Commsioner Kodagu_ida),YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,MYSORE,Continuation work of Garvale Kodavasamaja.,2024-12-21,2025-10-10,500000.0,Work partially Completed,293.0,463364.0985832834,0.07906504092295741,0.0,0.07906504092295741
159988.0,Normal/Others,KARNATAKA,KODAGU(Deputy Commsioner Kodagu_ida),YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,MYSORE,Continuation work of Basaveshwara Community Hall,2024-12-21,2026-01-14,500000.0,Work partially Completed,389.0,286322.3477035748,0.7462835297705872,0.0,0.07906504092295741
159989.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,Construction of Girijana Upayogada Sabhavana at Mattimane (ST),2024-12-26,2025-09-03,500000.0,Physical Inspection,251.0,301912.6449249307,0.656108177000413,-0.3518953079802458,-0.10720344393174591
159990.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,Construction of library building at Purappemane village,2024-12-26,2025-07-08,500000.0,Physical Inspection,194.0,707974.5493086121,-0.29375992330757394,-0.3518953079802458,-0.10720344393174591
159991.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,"Construction of footbridge to ""Daga Guddhi"" Pit Sy No. 61/2 of Behalli village, Mumbaru GP.",2024-12-26,2026-01-03,500000.0,Vendor Identification,373.0,508224.1956460815,-0.01618221980877257,-0.3518953079802458,-0.10720344393174591
159992.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,For road development in Jodukatte SC Colony of Sulugodu village. (SC),2024-12-26,2026-01-25,500000.0,Vendor Identification,395.0,279903.8033692538,0.7863279954806173,-0.3518953079802458,-0.10720344393174591
159993.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,Development of road from Anganwadi to Pujari Jeddu road at Halebaniga village (ST),2024-12-26,2026-01-23,500000.0,Vendor Identification,393.0,239541.38263570785,1.0873220088254856,-0.3518953079802458,-0.10720344393174591
159994.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,Development of ring road in Yalgallu village under Kodur Gram Panchayat of Hosanagar taluk,2024-12-26,2026-01-23,500000.0,Vendor Identification,393.0,466066.2618559454,0.07280882767382774,-0.3518953079802458,-0.10720344393174591
159995.0,Normal/Others,KARNATAKA,KODAGU(Deputy Commsioner Kodagu_ida),YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,MYSORE,Further Construction of Bharathiya Sarvananika Bhavana.,2024-12-21,2026-06-19,400000.0,Sanction,545.0,409579.0478689042,-0.023387543671350593,0.0,0.07906504092295741
159997.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,"Construction of Public Community Hall at Hosakoppa Village,  S.S. Bhog Gram Panchayat",2024-12-26,2025-07-08,500000.0,Physical Inspection,194.0,344058.44872727094,0.45324145315885317,-0.3518953079802458,-0.10720344393174591
159998.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,"Development of road  From Bhatkal Main Road to Muppane ST Colony Road, Aralgodu GP (ST)",2024-12-26,2026-01-03,400000.0,Physical Inspection,373.0,451875.5344255957,-0.1148004936614628,-0.3518953079802458,-0.10720344393174591
159999.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,"Development of Road at  Balagodu Village S.C. Colony, Nadakalasi GP (SC)",2024-12-26,2026-01-03,400000.0,Vendor Identification,373.0,312275.37909849046,0.2809207090061414,-0.3518953079802458,-0.10720344393174591
160000.0,Repair and Renovation,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,"Construction of Dining Hall at GHP School Kalmane, Kalmane GP",2024-12-26,2025-08-11,400000.0,Physical Inspection,228.0,442722.2588006205,-0.09649900801545293,-0.3518953079802458,-0.10720344393174591
160001.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,"Construction of Public Community Hall in Ghantinakoppa Village, Yadehalli GP",2024-12-26,2025-07-08,500000.0,Physical Inspection,194.0,547675.8702285587,-0.0870512520638573,-0.3518953079802458,-0.10720344393174591
160002.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,"Construction of Bus Stand at Jalligadde Ward No.7, Kargal Town Panchayat",2024-12-26,2025-07-08,375000.0,Physical Inspection,194.0,595267.8935673251,-0.3700315369728784,-0.3518953079802458,-0.10720344393174591
160003.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,"Construction of compound for Anganwadi-2 in Shiravante village, Shiravante Gram Panchayat.",2024-12-26,2025-07-09,150000.0,Physical Inspection,195.0,514281.16873027995,-0.708330755391378,-0.3518953079802458,-0.10720344393174591
160005.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,Construction of box drains and concrete roads for the side roads of Halegurupura in Ward No. 5 and construction of a culvert from Rukkamman's house to Kuppaswamy's house in Manjunatha Layout (Purale) Ward No.5,2024-12-26,2025-07-08,1920000.0,Physical Inspection,194.0,521362.00031361316,2.682661948598227,-0.3518953079802458,-0.10720344393174591
160006.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,"Construction of box drains and concrete roads from the house of Shri Nagaraj, Corporation, to the house of Channappa Nagesh,  Indira Layout, Ward No. 2",2024-12-26,2025-07-08,1920000.0,Physical Inspection,194.0,323408.5362749084,4.936763519339928,-0.3518953079802458,-0.10720344393174591
160062.0,Normal/Others,KARNATAKA,CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR),KOTA SRINIVAS POOJARY,UDUPI CHIKMAGALUR,"Vinayakapura Berani road development work in Bilagadde village, Shanuvalli Grama Panchayat, Koppa Taluk, Chikmagalur district.",2024-12-19,2025-10-15,400000.0,Vendor Identification,300.0,303584.0788206774,0.31759215290164816,0.0,0.31759215290164816
160063.0,Normal/Others,KARNATAKA,CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR),KOTA SRINIVAS POOJARY,UDUPI CHIKMAGALUR,"Gandaghatta Road Development Work, Gandaghatta Village, Sringeri Taluk, Chikmagalur District.",2024-12-19,2025-05-31,400000.0,Vendor Identification,163.0,269200.98123625264,0.48587868499987835,0.0,0.31759215290164816
160064.0,Normal/Others,KARNATAKA,KOLAR(DEPUTY COMMISSIONER KOLAR_IDA),M. MALLESH BABU,KOLAR(SC),Construction of drain and road from Banahalli hill to Dodda Kere through SC Colony in Banahlli Village of Banahalli GP.,2025-01-07,2025-11-10,400000.0,Work partially Completed,307.0,364057.77672246925,0.09872670102287211,-0.2829543059135973,-0.0653355524516997
160065.0,Normal/Others,KARNATAKA,KOLAR(DEPUTY COMMISSIONER KOLAR_IDA),M. MALLESH BABU,KOLAR(SC),Construction of CC roadc and drain to burial grounds near Lakshman farms in Kshethranahalli Village of Banhalli GP.,2025-01-07,2025-11-10,300000.0,Sanction,307.0,526439.6898041097,-0.43013415247693204,-0.2829543059135973,-0.0653355524516997
160066.0,Normal/Others,KARNATAKA,KOLAR(DEPUTY COMMISSIONER KOLAR_IDA),M. MALLESH BABU,KOLAR(SC),Construction of CC road in SC colony at Nakkanahalli village of Kondashettyhalli GP.,2025-01-07,2025-12-19,200000.0,Sanction,346.0,282385.3243098639,-0.29174789628749176,-0.2829543059135973,-0.0653355524516997
160067.0,Normal/Others,KARNATAKA,KOLAR(DEPUTY COMMISSIONER KOLAR_IDA),M. MALLESH BABU,KOLAR(SC),Construction of gutter near Butteppa Manjus house in Nakkanahalli village of Kondashettyhalli GP.,2025-01-07,2025-12-19,100000.0,Sanction,346.0,547193.0400688924,-0.8172491375485882,-0.2829543059135973,-0.0653355524516997
160075.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,Construction of Hi-tech toilet  at Scouts and Guide Bhawan in Shikaripura town.,2024-12-26,2025-11-03,500000.0,Physical Inspection,312.0,555312.6952260801,-0.09960639420202902,-0.3518953079802458,-0.10720344393174591
160076.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,Road works from Churchugundi village to Sanyasikoppa Mattighatta from Channel Bridge to Morarji Residential School.,2024-12-26,2026-01-03,500000.0,Physical Inspection,373.0,446250.1015569013,0.12044792428186162,-0.3518953079802458,-0.10720344393174591
160077.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,Construction of Bus Stand at Koratigere Gollarathanda Opp to Srikrishna Temple (SC),2024-12-26,2025-09-03,375000.0,Physical Inspection,251.0,296236.8521948128,0.26587896550220763,-0.3518953079802458,-0.10720344393174591
160101.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,RO Drinking Water Unit for Government High School Haragi Village.,2024-12-26,2026-01-05,300000.0,Physical Inspection,375.0,886144.4645673177,-0.661454749202228,-0.3518953079802458,-0.10720344393174591
160121.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,Development of road from Bedavatti village connect to Sorba - Shiralkoppa main road under Belavani GP,2024-12-26,2025-07-09,500000.0,Work partially Completed,195.0,225678.48537059032,1.2155412784649888,-0.3518953079802458,-0.10720344393174591
160122.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,Development of box drain from Basavarajappa's house to Bangaramma's house in Jambehalli village under Gudavi GP (SC),2024-12-26,2025-07-09,500000.0,Work partially Completed,195.0,309233.1581417413,0.616902931770396,-0.3518953079802458,-0.10720344393174591
160123.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,Widening of Tank Band Road and culvert repair (Jangamara Lake) of Udri Waddigere village under Udri GP,2024-12-26,2025-07-09,500000.0,Vendor Identification,195.0,542911.8999747434,-0.07904026413261463,-0.3518953079802458,-0.10720344393174591
160124.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,Development of gravel road from Nagappa's house to Ravi (Doddekoppa's) house in Hurulikoppa village (ST),2024-12-26,2025-07-09,500000.0,Vendor Identification,195.0,244786.61730808744,1.0425953244441546,-0.3518953079802458,-0.10720344393174591
160125.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,Sagara taluk Kanale for the ongoing work on the road above the Kulagunda lake in Mandgalale village.,2024-12-26,2025-07-09,500000.0,Work partially Completed,195.0,436982.94065319595,0.14420942669433967,-0.3518953079802458,-0.10720344393174591
160126.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,Development of Road From Bennur village under Katuvalli GP of Soraba taluk Link road to Anavatti,2024-12-26,2025-07-08,500000.0,Vendor Identification,194.0,252407.35724795944,0.9809248250589264,-0.3518953079802458,-0.10720344393174591
160127.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,Gravel road development up to SC Colony in Abase village under Mutuguppa GP - Sc,2024-12-26,2025-07-08,500000.0,Vendor Identification,194.0,497063.93434951024,0.005906816905418993,-0.3518953079802458,-0.10720344393174591
160128.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,Concrete road development from Thamman Balegara's house to  Shivalingaiah Hiremath's house at Agasanahalli village,2024-12-26,2025-07-09,500000.0,Vendor Identification,195.0,464156.4009374509,0.07722310624211205,-0.3518953079802458,-0.10720344393174591
160154.0,Normal/Others,KARNATAKA,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,Development of  road leading from Rajappa Home (ST) to the farmer's farm in Ramanagara Village (ST),2024-12-26,2025-08-18,500000.0,Work partially Completed,235.0,282591.0732616835,0.7693410985314196,-0.3518953079802458,-0.10720344393174591
