work_id,role,latitude,longitude
161229.0,STATE ANCHOR (Severe Risk),14.289533140781614,76.79032740167831
161755.0,STATE SURPRISE CHECK (Normal),14.388323738379984,76.73021770872285
156923.0,RANDOM STATE FILL (Quota completion),15.084651408094967,76.85030384442527
156171.0,RANDOM STATE FILL (Quota completion),16.421132712266246,77.47543276281037
